title;num_pages;isbn;year_edition
EL TEMPLO DE ISTAR (TRILOGIA LEYENDAS DE LA DRAGONLANCE 1);504;9788448033446;2004
PURGATORIO;188;9788494532023;2016
PROYECTO FENIX: ODISEA EN EL TIEMPO;86;9788417072360;2017
¡VENDRAN DE LAS NUBES!;222;9788494363801;2015
ORILLA INTRANQUILA;236;9788494173660;2013
LAGUNA NEGRA;198;9788494306136;2014
LYCAON;320;9788494475689;2016
EL GRAN LIBRO DE LA DRAGONLANCE;124;9788448033521;2004
GUIA ESPIRITUAL DE CASTILLA (4ª ED.);301;9788481831221;2003
GUIA COMPLETA DE LA TIERRA MEDIA;416;9788445074282;2003
EL DIARIO DE ERTELION;510;9789895184330;2016
VIAJES POR EUROPA, AFRICA Y AMERICA 1845-1848;504;9788498161618;2021
CRUISE THROUGH HISTORY;0;9781942153078;0
DONDE LOS TOROS TIENEN LOS OJOS VERDES;304;9788408099178;2011
CUNA;432;9788401491702;1992
COMO SER PROGRE Y DE DERECHAS;208;9788425325700;0
COMO SOBREVIVIR A LA SANIDAD PUBLICA;240;9788440637444;1993
LA LUNA DEL TRAIDOR;704;9788489746794;2006
"STAR WARS: LA NUEVA ORDEN JEDI (INCLUYE: AGENTES DEL CAOS II; ECL IPSE JEDI)";240;9788495070227;2005
MAREA OSCURA I: OFENSIVA (STAR WARS LA NUEVA ORDEN JEDI);235;9788495070357;2003
LA INSOPORTABLE GUERRA DE LOS SEXOS;240;9788425324567;0
HISTORIAS TEMIBLES;196;9788487476242;1991
SEXO EN LOS JUEGOS OLIMPICOS, EL;232;9788425324550;0
UN SACO DE HUESOS;704;9788484503859;2000
LA MALDICION DE CHALION;414;9788498001457;2005
VENECIA;320;9788493664831;2009
VIAJE DE LA ITZA Y EL MISTERIO MAYA;242;9788426126443;1992
SOSPECHA;208;9788427232723;1989
PARIA Z;320;9788498007930;2012
CAZADOR EN EL TIEMPO;292;9788415377221;2011
HOTEL NOMADA;224;9788498414509;2010
ANTIGUA CHINA, LA;460;9788401607486;1992
LA TUMBA DE HUMA (TRILOGIA CRONICAS DE LA DRAGONLANCE 2);448;9788448032616;2003
EL MISTERIO DEL EVEREST;416;9788439704805;2000
PACK TERROR (CARA DE MUERTO + DRACULA VS MOMIA + LAGUNA NEGRA + SHERLOCK CONTRA NOSFERATU);0;9788494607363;2017
SOLOS;416;9788401353017;2012
EL REGRESO DEL PEREGRINO;440;9788408082057;2008
"TORMENTA DE ESPADAS (CANCION DE HIELO Y FUEGO; 3) (2 VOLS.: T. I Y T. II)";0;9788496208087;2005
REGIMIENTO MONSTRUOSO (MUNDODISCO 28);408;9788401337581;2010
EL BESTIARIO FANTASTICO: LA GUIA ILUSTRADA DE LOS SERES MAS EXTRA ORDINARIOS DEL MUNDO;258;9788448036560;2009
JOYLAND;304;9788415725084;2013
LA GUERRA MAS FRIA (TRILOGIA TRIPTICO DE ASCLEPIA 2);464;9788415725091;2013
EL HOBBIT:UN VIAJE INESPERADO.ALBUM DE LA PELICULA;80;9788445000717;2012
EL HOBBIT: UN VIAJE INESPERADO. CRONICAS I. ARTE Y DISEÑO;218;9788445000755;2012
EL HOBBIT:UN VIAJE INESPERADO. EL MUNDO DE LOS HOBBITS;48;9788445000748;2012
EN PUNTO MUERTO (TRUE BLOOD 12);416;9788483654484;2012
ZOMBIE PLANET (ZOMBIES Nº 3);324;9788448040239;2010
ENTRE LOS MUROS DE CRICKLEY HALL;608;9788401352287;2012
¡FELIZ AÑO NUEVO!;304;9788445077856;2010
LOS NOMBRES MUERTOS;576;9788415831051;2013
CARTAS EN EL ASUNTO;432;9788401390876;2011
VIAJE A MEXICO;120;9789707141483;2008
EL LOCO MUNDO DE LOS GATOS;0;9788479020323;0
MORT;238;9788427015593;1991
DESESPERACION;0;9788401474712;0
EL CAMINO DE SANTE FE;0;9789681640705;0
LOS HIJOS DE HURIN;288;9788445076743;2007
"ROVERANDOM; EL SEÑOR BLISS (CON DIBUJOS ORIGINALES DE TOLKIEN) (PACK INFANTIL)";230;9788445076767;2007
MAS ALLA DE LAS SOMBRAS  (TRILOGIA EL ANGEL DE NOCHE 3);624;9788401339141;2011
RECALIBRADOS;294;9788492906048;2010
EL LEGADO DEL CAPITULO (WARHAMMER ULTRAMARINES 6);368;9788448044541;2010
INVITACION A SORIA. A QUIEN CONMIGO VIENE;0;9788480125338;2007
TREINTA DIAS EN SIDNEY;224;9788493637736;2008
LA RUTA DEL ARCIPRESTE Y OTROS VIAJES EXTRAORDINARIOS;180;9788492886562;2011
DESDE EL LADO OSCURO;90;9788499931807;2011
EL MAPA DE BELERIAND;80;9788445077764;2010
ULTIMA PARADA: LA CASA DE LAS MUÑECAS;192;9788415104551;2012
EL VIENTO POR LA CERRADURA (SAGA LA TORRE OSCURA 8);368;9788401353444;2012
LAS PRADERAS DEL CIELO;280;9788493555177;2007
LA PISTOLA DE RAYOS;240;9788496208292;2005
TOLKIEN, ENCICLOPEDIA ILUSTRADA;280;9788477226024;1992
REVISTA ALTAIR Nº 83 PARQUES NACIONALES DE ESTADOS UNIDOS:EL MEJO R LEGADO;146;2910016837515;2013
REVISTA ALTAIR Nº 59: CALIFORNIAY EL LEJANO OESTA: SAN FRANCISCO- YOSEMITE-LAS VEGAS-GRAN CAÑON DEL COLORADO-MONUMENT VALLEY;170;2910013251574;2009
TO DREAM THE BLACKBANE;0;9781732172357;0
LOOKING GLASS;0;9781789092868;0
ATLAS FINAL APPROACH;0;9781732212909;0
LA LUZ FANTASTICA;280;9788401479441;0
FUEGO ETERNO;324;9788494665127;2016
AL FILO DE LAS SOMBRAS;576;9788401339059;2010
A VUESTROS CUERPOS DISPERSOS;314;9788498003383;2007
CRONICA DE MADRID;512;9788401613586;1990
TRAS LA CAIDA DE LA NOCHE;352;9788440629296;1992
LA MASCARA DE LA NOCHE;310;9788496423619;2006
MUNDO INTERMEDIO;400;9788423321605;1992
LA BOLA DE CRISTAL: LA TORRE OSCURA 4;731;9788440690135;1999
LOS MEJORES CHISTES DEL MUNDO 3;240;9788479279219;2007
HARRY DRESDEN 3: LA TUMBA;352;9788498003833;2008
LAS PEREGRINACIONES A SANTIAGO DE COMPOSTELA. 3 TOMOS;1684;9788423511228;1992
TIEMPO DE MARTE;252;9788445073407;2002
ESTILO-ARIKETAK (+CD);157;9788487484773;2007
ALAS SOBRE EL POLO HISTORIA DE LA CONQUISTA AEREA DEL POLO NORTE;320;9788426114372;1977
SPOOKY NEW ENGLAND;0;9781493027125;0
LA CONTRABANDISTA DE HOSTIAS;266;9788494113024;2013
LA PIEDRA DE LOS SIMBOLOS;288;9788498027402;2013
EL CAMINO DEL DIABLO;165;9788496715585;2014
DIARIO DE UNA MISS INTELIGENTE;0;9788496693050;2006
LUZ DE OTROS DIAS;377;9788496525764;2005
"CHISTES NUEVOS DE LEPE;CHISTES DE TODOS LOS COLORES";240;9788476725269;1993
ORGULLO Y PREJUICIO Y ZOMBIS;384;9788489367715;2009
VENUS PRIME IV EL ENCUENTRO CON MEDUSA;264;9788401324055;1991
TRAVESSIA DEL PIRINEU;0;9788485135233;0
NUEVE FUTUROS;242;9788427014053;1990
VIAJE A ITALIA;592;9788440698018;2001
VIATGE A RUSSIA;192;9788423318582;1990
EN EL TORBELLINO;312;9788448043421;2001
SOBRE EL MAR, BAJO LA TIERRA;224;9788484410348;2001
TOXINA (ED. ESPECIAL NAVIDAD 1999);150;9788401242854;1999
ESPINAS;256;9788473865517;1990
LOS VASTAGOS DE SHANNARA. LIBRO I DE LA HERENCIA DE SHANNARA;471;9788470024412;1992
EL CATACLISMO (VOL. 2);392;9788448030933;1999
RUMBO A TOMBUCTU;312;9788440683854;1998
SHARPE'S GOLD;0;9780007452927;0
UN PAIS DE CHISTE;160;9788431539207;2008
LA PROMESA DELS LLOPS;384;9788492475124;2008
ASALTAMONTES. UN BANDOLERO DEL MONTON;106;9788461309115;2009
VIATGES DE MARCO POLO;200;9788495317421;2005
LUSITANIA FANTASMA;573;9788493771720;2010
"EL TIEMPO DE LOS REGALOS; ENTRE LOS BOSQUES Y EL AGUA";704;9788490060155;2011
TRILOGIA MAZTICA. T.3. QOTAL Y ZALTEC;336;9788448037031;1993
TRILOGIA MAZTICA. T.2. ERIXITL DE PALUL;352;9788448037024;1993
ESPIRITU DEL MAGO OSCURO, EL;368;9788477225935;1992
VENUS PRIME II;252;9788401323577;1991
DARKOVER LA CASA DE THENDARA;512;9788440619853;1991
REINA DE LOS ANGELES;484;9788440633163;1993
AMIGA MORTAL;344;9788477301769;1995
CHOQUE DE REYES: CANCION DE HIELO Y FUEGO (2) (2ª ED.);928;9788496208353;2009
EL MILENIO DEL FIN;324;9788498027761;2009
DEMONIOS EN EL CIELO;412;9788494018046;2015
LAS CATARATAS DEL COPPERMINE;296;9788449436291;2008
AMAZONIA: VIAJE A LOS ORIGENES;192;9788482983981;2008
NANGA PARBAT (3ª ED.);127;9788498290639;2006
EL EJERCITO DE LAS SOMBRAS;560;9788445075470;2005
LA CAIDA DE LA CASA DE USHER;210;9789685447881;2009
FINAL DE NOVELA EN PATAGONIA: PREMIO GRANDES VIAJEROS 2000;240;9788466601764;2000
DE L EMPORDANET A BARCELONA;214;9788423322954;1993
REMAKE;304;9788440667137;1997
NORTE GRANDE: VIAJE POR EL DESIERTO DE ATACAMA;256;9788483074343;2002
PUERTO HUMANO;448;9788467038828;2012
LA ESPADA DE AVEMPARTHA (LAS REVELACIONES DE RIYRIA, 2);320;9788448003531;2012
NOVIEMBRE;368;9788492924493;2010
EL ULTIMO SEÑOR DEL DRAGON;384;9788498006216;2010
NO DESPIERTEN A LOS MUERTOS: RELATOS DE VAMPIROS;70;9788496423749;2009
UN TALENTO PARA LA GUERRA;320;9788498006315;2010
CONEXION COSMICA, LA;256;9788401472091;1990
GRAN DICCIONARIO DE LOS PEDOS, EL;160;9788425324161;0
MEJORES RELATOS DE FANTASIA, LOS. (T.3);168;9788427010567;1986
ESCRITOS INQUIETANTES;208;9788487476150;1991
CONAN, EL PIRATA;208;9788427019911;1995
SURCANDO EL ANTLANTICO;720;9788440692672;1999
DRAGONLANCE. LAS CRONICAS PERDIDAS Nº3: LA TORRE DE WAYRETH;336;9788448036911;2010
CABAL: RAZAS DE NOCHE;256;9788498005677;2010
EL QUIJOTE: DE ARGAMASILLA DE ALBA A MUNERA;184;9788403503823;2007
HISTORIAS DE TERRAMAR (T. I): UN MAGO DE TERRAMAR;384;9788445074770;2003
EL MUNDO DE ROBERT JORDAN (LA RUEDA DEL TIEMPO);298;9788448049065;2003
MAS QUE HUMANO;270;9788445074220;2002
"LO QUE DIOS HA UNIDO QUE NO LO SEPARE MAMA; PACHUCHA TIRANDO AL M AR: MEMORIAS DEL MARQUES DE SOTOANCHO";4;9788466607131;2001
LA SEPTIMA PUERTA VII;0;9788448006518;0
LOS FANTASMAS DE ROMA;200;9788401541100;1999
VIAJES POR EL AFRICA OCCIDENTAL;368;9788477023654;2001
MATASKAVENS (LAS AVENTURAS DE GOTREK Y FELIX);328;9788448033552;2003
ESPECTROS;336;9788477225218;1994
TARZAN DE LOS MONOS;400;9788435031004;1990
COSECHA DE ESTRELLAS;0;9788440656735;0
EL REFUGIO: TRILOGIA EL ELFO OSCURO (VOL. 3);352;9788448037116;1993
LOS MEJORES CUENTOS DEL GRAN NORTE;0;9788496707610;2008
DON CAMILO;0;9788493606107;2007
LA ESPADA DE DISFORMIDAD;320;9788448036331;2008
EL CICLO DE LA PUERTA DE LA MUERTE (T.II):LA ESTRELLA DE LOS ELFO S (2ª ED.);416;9788448030674;2003
EL GRANJERO DE LAS ESTRELLAS;313;9788498003451;2007
ESTUCHE CUENTOS DE LA DRAGONLANCE (1ª TRILOGIA);1056;9788448035723;2007
DICCIONARIO COLL S. XXI;208;9788408073314;2007
LA MARCA DEL CAOS;328;9788448035594;2007
MEMORIAS DE UN HOMO ERECTUS;240;9788466368865;2007
NIGROMANTE;240;9788448034665;2005
ESTUCHE LEYENDAS DE LA DRAGONLANCE (EL TEMPLO DE ISTAR / LA GUERR A DE LOS ENANOS / EL UMBRAL DEL PODER);0;9788448034887;2005
ESTIGMA DE HEREJIA;400;9788448034627;2005
LA INVOCACION (REINOS OLVIDADOS: EL RETORNO DE LOS ARCHIMAGOS 1);304;9788448037666;2005
BKT5E SAIDAN: CABALLO DE TROYA 3;680;9788408056027;2004
BAILE DE CAPAS (TRILOGIA DE LAS SOMBRAS I);348;9788492826209;2011
CALEDOR (TIEMPO DE LEYENDAS. LA SECESION Nº 3);432;9788448038663;2011
MAREA ESTELAR;401;9788498006940;2011
GRIAL (CICLO PENDRAGON V. FANTASIA EPICA);449;9788448036317;1995
"LA GUERRA DE LA REINA ARAÑA I: DESINTEGRACION; INSURRECCION; COND ENACION";992;9788448038205;2009
EL AGUA DURMIENTE (LA COMPAÑIA NEGRA);376;9788498004625;2009
LA CAIDA DE REACH (SERIE HALO 1);392;9788448039790;2009
LLUVIA NEGRA;456;9788425324642;0
INVOCACION;384;9788492472222;2012
MALDICION DEL DRAGON, LA;560;9788477228349;1992
CINCO TUMBAS SIN LAPIDA;396;9788494102042;2013
GEARS OF WAR: LOS SUPERVIVIENTES (GEARS OF WAR Nº 1);368;9788448044466;2010
YO, ROBOT;352;9788435020848;2004
LA TRILOGIA DE SHIVA VOL. 1: LOS INMORTALES DE MELUHA;336;9788416070275;2014
MATADEMONIOS: UNA AVENTURA DE GROTEK Y FENIX;320;9788448033910;2004
"ESTUCHE EL OCASO DE LOS DRAGONES (2 VOLS.) (LOS CABALLEROS DE TAK HISIS; LA GUERRA DE LOS DIOSES)";0;9788448033972;2004
AZOGUE;400;9788466611367;2004
EDEMBEL;464;9788488488008;1992
DRACULA;400;9788445909409;2017
CAMELLADAS: EXPLORACIONES POR EL VERDADERO SAHARA;239;9788476517802;1999
DHALGREN II, EN TIEMPO DE PLAGA;320;9788473864916;1988
LOVELOCK;0;9788440658340;0
EL JARDIN IMPIO;256;9788415296164;2012
VIAJES QUE DESPERTARON MIS 5 SENTIDOS;224;9788492819799;2011
EL JUEGO DE LOS NIÑOS;179;9788493852146;2011
EL HOBBIT (ED. ESPECIAL 75 ANIVERSARIO);352;9788445000649;2012
ESPEJO DE SUS SUEÑOS;384;9788473865449;1989
HACEDOR DE MUNDOS;268;9788473864145;1986
"TODAS LAS HISTORIAS Y UN EPILOGO; HISTORIAS DE LONDRES; HISTORIAS DE NUEVA YORK; HISTORIAS DE ROMA";400;9788490064627;2012
AGAROTH Y EL MAESTRO DEL CONOCIMIENTO;600;9788492475445;2008
EL FUTBOL ES ASI (2ª ED.);0;9788492506309;2008
EL CLUB DE LOS MUERTOS;0;9788498004847;2009
EL HOMBRE MARCADO;528;9788445077443;2009
MUERTO HASTA EL ANOCHECER;256;9788498004823;2009
SEÑOR DEL MUNDO;287;9788493459543;2006
EN LA ESTACION BASILISCO;512;9788489746206;2006
DE NUEVO EL MAR... Y SIEMPRE MAS ALLA;576;9788438101322;1988
EUROPA, EUROPA;208;9788429717938;1982
SUEÑO DEL FEVRE;368;9788496208759;2009
MEJOR AMANTE, EL;264;9788440620101;1991
WYRMS;288;9788433440303;1992
REFUGIO DEL VIENTO;304;9788427012011;1988
BRUJERIAS;270;9788427016514;1992
LAS CRONICAS DE THAMBIA: LA LEYENDA DE LAS ESPADAS (LIBRO I);356;9788492952472;2010
PACK SHERLOCK HOLMES VISTO POR JARDIEL PONCELA;0;9788492403394;2010
ANALES DE TIERRA GODA (LA MALDICION DEL MITHRILL);422;9788492952724;2010
CHISTES DEL MUNDO;160;9788475619699;1990
LA GUERRA INTERMINABLE;304;9788435022156;1990
COMO CAZAR AL HOMBRE DESEADO Y DISFRUTARLO;112;9788476406458;1993
HACIA LA FUNDACION;416;9788401325069;1993
EL MISTERIO DEL LOBO BLANCO (SAGA ELRIC DE MELNIBONE 4);160;9788427013865;1989
LORI;288;9788401323591;1991
PRAGA;208;9788423315482;1991
LA DAMA DEL SUDARIO;336;9788413377902;2022
CORNIS BOMPER, COCINERO Y LADRON;258;9788494876240;2018
ESTHER!;0;9780648251200;0
GETTING HOSED;0;9780984983117;0
EN EL PRINCIPIO FUE LA OSCURIDAD ( PRINCIPE DE NADA 1 );560;9788448034641;2005
LOS DIAS DEL VENADO (LA SAGA DE LOS CONFINES, 1);320;9788435021104;2007
LA TIERRA DEVASTADA (EBERRON II: LA OSCURIDAD ONIRICA);384;9788448036522;2008
TIGANA;672;9788448036805;2008
NACION;352;9788448038380;2010
ENTRE EXTRAÑOS;352;9788490063965;2012
EL PRINCIPIO ANTROPICO;186;9788493621988;2010
ARMAGEDON, 2419 D.C.;176;9788477020325;1991
LOVECRAFT OBRAS ESCOGIDAS TOMO 1;0;9788470020407;0
ANECDOTAS DE BOMBEROS;224;9788448048808;2009
LA BRUJULA;152;9788493488178;2006
MALLORCA MAGICA;230;9788476511510;1988
EL DRAGON BLANCO;500;9788470023415;1982
JAYWALKING WITH THE IRISH;0;9781740595971;2004
THE MAPMAKER S WIFE;351;9780385337205;2005
LEYENDAS DE ZALSARIA;246;9789895193790;2017
RELATOS INSOLITOS: ANTOLOGIA;192;9788494264757;2014
EN MIL I UNA NITS: A LA RECERCA DE LA TRADICIO ORAL DEL MARROC;344;9788496905306;2009
RARE BLOOD;0;9780999624203;0
THE DARK CALLING;0;9780998141411;0
A GYPSY LIFE;0;9780956072269;0
PALADIN;0;9780989463355;0
LA SEPTIMA PUERTA;288;9788477226512;1996
BABEL, 2;118;9788474363098;1979
SEVENEVES;816;9788466658959;2016
HISTORIAS ESPELUZNANTES;208;9788477020400;1991
CABALLO DE TROYA 1;704;9788408020363;1997
LA LLEGADA DE LOS TRES (SAGA LA TORRE OSCURA 2);544;9788401336478;2007
SPIN;490;9788496938038;2008
LA SAGA DE LOS CONFINES II: LOS DIAS DE LA SOMBRA;384;9788435021111;2007
BATALLA POR EL ABISMO;288;9788448044220;2009
LOS TRES TRATADOS DE LAS BUENAS MANERAS;328;9788408089520;2009
DIETARI D UN VIATGE PER LES REGIONS DE L IRAQ (1922-1923);196;9788498831726;2009
EL SUEÑO DEL REY ROJO;220;9788496208056;2004
ZARPA DEL GATO, LA;424;9788433440457;1991
LA MONA CIEN;502;9788409301317;2022
EL JARDIN DE LA MEMORIA;0;9788493787752;2011
EL VACIO DE LA EVOLUCION;544;9788490180822;2013
LA HISTORIA DE LISEY;600;9788401336218;2007
PANDEMIA;312;9788415296089;2011
RAISTLIN, EL APRENDIZ DE MAGO (LA FORJA DE UN TUNICA NEGRA);820;9788448031299;2001
MI CAMINO AL EVEREST;250;9788489969865;2000
K2 EL NUDO INFINITO;303;9788496192232;2003
GUIA SENTIMENTAL DE L EIXAMPLE;284;9788498094367;2021
CORDERO NEGRO, HALCON GRIS;1306;9788440697141;2001
EL SEÑOR BLISS;112;9788445070475;2002
AL FILO DE LO IMPOSIBLE UNA AVENTURA VIVIDA;146;9788487746314;1993
VOLTA AL MON I TORNA AL BORN;0;9788474100853;0
SANDMAN: CAZADORES DE SUEÑOS (NOVELA);136;9788416303755;2015
STORKRONG II;420;9788416768257;2016
VIAJES DEL CAPITAN COOK, LOS;384;9788476280010;1985
LUNA PROFUNDA;312;9788496235489;2013
LOS MEJORES CHISTES SOBRE LA AUTORIDAD;256;9788499170305;2009
LOS CONQUISTADORES DEL HORIZONTE;576;9788423338672;2006
LA MAGIA DE KRYNN;325;9788448030575;1996
TODOS LOS CUENTOS (2 VOLS.);944;9788481094923;2004
VIATGE A LA XINA;168;9788493604233;2011
MARTE VERDE (TRILOGIA MARCIANA 2);652;9788445072257;2002
EL CAMINO DE LOS REYES (SAGA EL ARCHIVO DE LAS TORMENTAS 1);1216;9788466647946;2012
VIAJE A MARRUECOS 1883-84;0;9788485354801;0
LIBRO DE LA NAVEGACION, EL;96;9788420746029;1992
FANTASMAS DE LO NUEVO;300;9788445073865;1901
EL COLMILLO DE LA SERPIENTE;507;9788445501580;1998
ACORRALADO;304;9788448003180;2012
TRAS-OS-MONTES: UN VIAJE PORTUGUES;328;9788420481906;1998
AFRICA;320;9788449501890;1995
NIVEL 5;0;9788401326936;0
JUAN SEBASTIAN DE ELCANO;0;9788488837011;0
EL HOMBRE EN EL CASTILLO;272;9788445071694;1994
TREKKING;216;9788479010317;0
EL VIAJE DE BERAMENDI POR EL PAIS VALENCIANO (1793-94);158;9788476281093;1994
EL SUPERMEMORION;128;9788478804467;1994
GUIA PARA CALVOS Y NO TAN CALVOS;208;9788499981109;2012
ECOS DE VOCES LEJANAS;336;9788415615576;2013
LA SIRVIENTA;291;9788447710096;2008
LA VUELTA AL MUNDO SIN PRISAS. LOS CUADERNOS DEL NICOLE;350;9788426136916;2008
VIAJE A CHINA;170;9788493604240;2011
ESDELIS: EL GUARDIAN DEL FUEGO;220;9788492593668;2014
AMIOCAP;0;9788493506506;2006
QUADERNS D ASTURIES;136;9788496841666;2012
ECOS DE AZUREA VOL. 1: EL CEMENTERIO DE TORRES;444;9788493691967;2009
EL RIO DEL LOBO. UN VIAJE A GUADALUPE;154;9788498521504;2009
VIAJE AL VESUBIO;24;9788496290440;2021
LOS VIAJES DE MAR DE BENJAMIN SAGARDUI;348;9788493835736;2011
MEJORES CHISTES VERANIEGOS, LOS;192;9788431505844;1992
ZOMBIS RUBIAS;256;9788498005165;2009
EL RASTREADOR DE SOMBRAS (CRONICAS DE SIALA II);384;9788445077849;2010
LOS HIJOS DE HURIN (EDICION DE LUJO EN ESTUCHE NUMERADA) ND/DSC;288;9788445076378;2007
CLUB DE LOS MUERTOS;283;9788498003260;2007
GRAN ENCICLOPEDIA DEL DISPARATE 2: BURRADAS, GAZAPOS Y METEDURAS DE PATA ESTUDIANTILES DE TODOS LOS TIEMPOS;240;9788484605584;2006
LAPIDAS NEGRAS;188;9788484099185;2005
LAS TRES LUNAS;464;9788445000700;2012
EL DESPERTAR;256;9788448006419;2012
COMO NO TENER LA COCINA COMO UN CERDO;192;9788467009019;2012
DE LIVERPOOL AS SISARGAS. A DERRADEIRA TRAVESIA DO PRIAM;199;9788492644735;2014
DRACULA;208;9786071411518;2015
A CHINA EN BICICLETA;456;9788466311823;2003
DICCIONARIO DEL ARGENTINO EXQUISITO;0;9789500409568;0
COMO DEFENDER NUESTRO DERECHO A FUMAR;144;9788480620079;1992
REINOS IMAGINARIOS;61;9788476810026;1986
ALGO HUELE A PODRIDO EN LA COCINA;152;9788478802531;1993
AL ESTE DEL HUMOR;128;9788479020620;1992
EL MIRLO EN LAS TINIEBLAS;80;9788477225539;1991
CHISTES DE LEPE;160;9788476722350;1989
DE BUEN TONO EL DICCIONARIO DE LOS BUENOS MODALES;184;9788425323454;0
PICARAS INDIAS.;560;9788480680035;1992
EL MUNDO DE TOLKIEN;144;9788445071892;2002
EGIDIO, EL GRANJERO DE HAM;152;9788445070369;1992
GRACE;336;9788401323584;1991
SAFARI EN GLOBO;304;9788426107282;1977
LUZ AL FINAL DEL TUNEL, LA;336;9788427015289;1991
LIBRO DE LOS DESCUBRIMIENTOS, EL;96;9788420745978;1992
VIAJE POR LOS PEQUEÑOS MUSEOS DE GALICIA;352;9788424146665;1989
SACRILEGIO;304;9788427018570;1994
TRIPULACIONES DE ALTURA;320;9788426117991;1981
TIGRE Y EL HOMBRE EL;0;9788426155177;0
MANUEL IRADIER;171;9788476281062;1993
A SERENADE FOR SELENE;0;9780648285205;0
RIDING INTO THE HEART OF PATAGONIA;0;9781945805677;0
UN DESTELLO EN EL CIELO;352;9788498004571;2009
SEGUNDA GUIA DE LA ESPAÑA MAGICA;288;9788427007321;1982
TORMENTA DE ESPADAS (ED. RUSTICA) (SAGA CANCION DE HIELO Y FUEGO 3);1176;9788496208575;2013
LA FUSION DE MENTES;320;9788498001877;2007
PIES DE BARRO: UNA NOVELA DE MUNDODISCO;378;9788401335945;2006
LAS MAQUINAS SALVAJES (PREMIO SIDEWISE DE UCRONIA);316;9788498001648;2005
EL UMBRAL DEL PODER (TRILOGIA LEYENDAS DE LA DRAGONLANCE 3);432;9788448033729;2003
STARSHIP Nº 2: PIRATA;352;9788448044749;2011
PASOS EN EL PISO DE ARRIBA;360;9788496803138;2008
AGUAS PRIMITIVAS (SERIE MEG 3);520;9788492967247;2010
FIRMADO POR EL VAMPIRO;216;9788493734459;2009
CAVADORES;256;9788448030544;1996
VIAJE A PALESTINA;240;9788440695178;1999
SANTIAGO;432;9788440673831;1997
EL RETORNO DE LOS DRAGONES (TRILOGIA CRONICAS DE LA DRAGONLANCE 1 );480;9788448032609;1998
HISTORIA GENERAL DE LAS COSAS DE LA NUEVA ESPAÑA, II;580;9788449202247;2002
HISTORIA DE NUEVO MEXICO;416;9788449202223;2002
THE HAUNTED HOTEL & OTHER STRANGE STORIES;0;9781840225334;0
HISTORIAS DEL MAS ACA;128;9788416849468;2016
LA TIERRA CAMBIANTE;256;9788498007534;2012
CUENTOS DEL PLANETA TIERRA;416;9788440630797;1992
CHISTES DE JAIMITO Y OTROS NIÑOS TREMENDITOS;112;9788478803330;1993
ESTUCHE FUNDACION;900;9788498004366;2011
MASION BATES (PSICOSIS III);256;9788498006452;2011
EL CUSTODIO DE AGRAVIOS;240;9788448035358;2006
CUADERNOS AFRICANOS;432;9788483071687;1998
MUNDO AL REVES;0;9788496662148;2007
CHINA MONTAÑA ZHANG;313;9788496575356;2007
EL FABULOSO BARCO FLUVIAL;288;9788498005028;2009
EL EXILIO Nº 2/3;352;9788448037772;2006
EL TEMPLO DE LA LUNA (VI EDICION DEL PREMIO MINOTAURO);320;9788445077566;2009
LOS LEONES DE AL-RASSAN;477;9788498004649;2009
EL CABALLERO;488;9788445076057;2006
LA OTRA ORILLA (2ª ED.);256;9788432046537;1992
EL YELMO DEL CABALLERO;544;9788415156338;2011
TORMENTA SOLAR;320;9788498007190;2011
AURORA;402;9788412524956;2022
ISSA BER;337;9788494445415;2015
EL TEMPLO DE ISTAR (TRILOGIA LEYENDAS DE LA DRAGONLANCE 1);512;9788448033705;2003
AL OTRO LADO DEL SOL;142;9788496104822;2006
EL PRECIO DE LO IMPOSIBLE;130;9788496104808;2006
LA ROSA DE NARAN;409;9788494260407;2014
LA NOCHE DE LAS BRUJAS;306;9788417986049;2019
LA HISTORIA DE SIR PIRVAN WAYWARD: PIRVAN, EL CABALLERO;320;9788448032401;2001
"EL CABALLERO DEL RUBI (ELENIUM; VOL. II)";0;9788448032579;0
EXILIADOS;484;9788412368635;2021
EN UN BIOMBO CHINO: VIAJE POR LA CUENCA DEL RIO YANGZI;208;9788483075753;2003
UN IMPERIO DE ORIENTE: VIAJES POR INDONESIA;448;9788483074954;2002
VIAJEROS INTREPIDOS: LAS ANECDOTAS DEL VIAJERO;288;9788484502371;2000
DE LA MONTAÑA Y EL AMOR;224;9788498292671;2012
NOMADAS;352;9788494145131;2013
LA SOMBRA DE LA RUTA DE LA SEDA;432;9788483077764;2007
DE AMOR Y HAMBRE;336;9788426415929;2006
UN COR GREC: MEMORIA I NOTES D UN VIATGE;280;9788496521230;2006
MASCARAS DE MATAR (PREMIO MINOTAURO 2004);288;9788445075005;2004
SOY REM;336;9788412442106;2021
LA CAIDA DE NUMENOR;368;9788445073124;2002
EL HORLA (2ª ED.);96;9789509282766;2015
MENTE DE FUEGO;128;9789870006381;2007
MAN ON THE MOVE;0;9781773705002;0
GOLIATH GRAPHIC NOVEL;0;9781732181120;0
WEST COAST COLORING BOOK;0;9781773024196;0
THE JEDI IN THE LOTUS;0;9781907166112;0
GLIMPSES OF GERMANY;0;9781946732828;0
MYSTICAL MOODS OF IRELAND, VOL. I;0;9781948522007;0
ALWAYS ON THE WAY;0;9781506906096;0
BACK LANE WINERIES OF NEW YORK STATE;0;9781633371941;0
GALPI: EL CHAMAN;230;9788496292659;2006
